event_id,cow,start,end,duration_bins,duration_hours,profile,expected_detected,design_reason,steps_change_target,motion_change_target,transitions_change_target,posture_shift_target,schedule_rotation,realized_position_ratio,source_steps_sum,source_motion_sum,source_transitions_sum,realized_steps_change,realized_motion_change,realized_transitions_change,informative_source_window,detected_any_overlap,novel_start_count,episode_overlap,detected_iou20,best_iou,episode_overlap_raw,detected_iou20_raw,best_iou_raw,attributable_interval_count,onset_delay_hours,score_max,legacy_detected_any_overlap,legacy_novel_start_count,legacy_episode_overlap,legacy_detected_iou20,legacy_best_iou,legacy_episode_overlap_raw,legacy_detected_iou20_raw,legacy_best_iou_raw,legacy_attributable_interval_count,legacy_onset_delay_hours,legacy_score_max,scenario,seed,heldout_start,event_after_heldout,protocol_role,if_score_min,if_anom_k_max,warning_score_max,cow_background_notifs,legacy_cow_background_notifs,cow_false_notifs,legacy_cow_false_notifs,cow_monitoring_days,cow_total_span_days,cow_days,sensitivity_run_hash,sensitivity_module_version,sensitivity_configuration,sensitivity_parameter,sensitivity_tested_value
8548_gradual_moderate_s11_1553,8548,2023-11-01 14:45:00,2023-11-03 14:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,1,0.6338775510204082,896.0,5693.0,24.0,-0.1694474840503845,-0.1374215595935686,-0.1825558872904283,True,1,2,1,1,0.2447916666666666,1,1,0.4270833333333333,63,8.75,0.5457555543077116,1,1,1,0,0.046875,1,0,0.046875,9,3.0,7.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.1500849648525226,7.0,0.5457555543077116,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,4f6e87db147eaa4759b7f6ae5309b24bbfdf43f545c247811b5f4b2266c90171,1,score_threshold__0p08,score_threshold,0.08
8548_gradual_marked_s11_1821,8548,2023-11-04 09:45:00,2023-11-06 21:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,1,0.743265306122449,602.0,3846.0,24.0,-0.2748008778179506,-0.2521433885253524,-0.2865707183176155,True,0,0,1,1,0.4125,1,1,0.8937007874015748,99,,0.7591383282759179,0,0,0,0,0.0,0,0,0.0,0,,5.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1631753884049919,5.0,0.7591383282759179,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,4f6e87db147eaa4759b7f6ae5309b24bbfdf43f545c247811b5f4b2266c90171,1,score_threshold__0p08,score_threshold,0.08
8548_isolated_short_variation_s11_2137,8548,2023-11-07 16:45:00,2023-11-07 19:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,1,0.8722448979591837,174.0,901.0,1.0,0.1168263090676884,0.0,0.0,True,0,0,0,0,0.0,0,0,0.0,0,,0.1876924352253109,0,0,0,0,0.0,0,0,0.0,0,,7.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.0629092543209169,7.0,0.1876924352253109,4,0,4,0,10.177083333333334,25.447916666666668,10.177083333333334,4f6e87db147eaa4759b7f6ae5309b24bbfdf43f545c247811b5f4b2266c90171,1,score_threshold__0p08,score_threshold,0.08
9888_gradual_mild_s11_1956,9888,2023-11-05 19:45:00,2023-11-07 07:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,2,0.7986933442221315,800.0,4728.0,31.0,-0.1148643504548841,-0.0941605003558645,-0.0844539618501312,True,0,0,1,0,0.0277777777777777,1,0,0.1666666666666666,4,,0.3589173682403524,1,1,0,0,0.0,1,0,0.0208333333333333,0,20.75,7.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.174518741338845,7.0,0.3589173682403524,5,1,5,1,10.177083333333334,25.447916666666668,10.177083333333334,4f6e87db147eaa4759b7f6ae5309b24bbfdf43f545c247811b5f4b2266c90171,1,score_threshold__0p08,score_threshold,0.08
9888_gradual_moderate_s11_2176,9888,2023-11-08 02:45:00,2023-11-10 02:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,2,0.8885259289505921,965.0,6301.0,42.0,-0.2546014155931393,-0.2184903829495026,-0.177213325650104,True,1,1,1,0,0.1464646464646464,1,1,0.494949494949495,51,23.5,0.517182221211754,0,0,0,0,0.0,0,0,0.0,0,,4.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.095286355954225,4.0,0.517182221211754,5,1,5,1,10.177083333333334,25.447916666666668,10.177083333333334,4f6e87db147eaa4759b7f6ae5309b24bbfdf43f545c247811b5f4b2266c90171,1,score_threshold__0p08,score_threshold,0.08
9888_gradual_marked_s11_1552,9888,2023-11-01 14:45:00,2023-11-04 02:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,2,0.6337280522662311,967.0,6020.0,41.0,-0.3821948887734108,-0.3390271910490666,-0.2846092369932786,True,1,1,1,0,0.0875,1,1,0.4458333333333333,43,13.5,0.7195001123655838,0,0,0,0,0.0,0,0,0.0,0,,7.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1063899975670302,7.0,0.7195001123655838,5,1,5,1,10.177083333333334,25.447916666666668,10.177083333333334,4f6e87db147eaa4759b7f6ae5309b24bbfdf43f545c247811b5f4b2266c90171,1,score_threshold__0p08,score_threshold,0.08
9888_isolated_short_variation_s11_1868,9888,2023-11-04 21:45:00,2023-11-05 00:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,2,0.7627603103307472,20.0,123.0,4.0,0.0974999999999999,0.0,0.0,True,0,0,0,0,0.0,1,0,0.1318681318681318,0,,0.6504747281741662,0,0,0,0,0.0,0,0,0.0,0,,2.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.0029962140958115,2.0,0.6504747281741662,5,1,5,1,10.177083333333334,25.447916666666668,10.177083333333334,4f6e87db147eaa4759b7f6ae5309b24bbfdf43f545c247811b5f4b2266c90171,1,score_threshold__0p08,score_threshold,0.08
2056_gradual_mild_s11_1555,2056,2023-11-01 14:45:00,2023-11-03 02:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,0,0.6341761827079935,300.0,2080.0,23.0,-0.1089118693615629,-0.0888107461032805,-0.0818213384503311,True,1,2,1,0,0.1437908496732026,1,0,0.1437908496732026,44,15.5,0.4450213526622437,1,1,1,0,0.0416666666666666,1,0,0.0416666666666666,6,3.0,9.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.1488765646095069,9.0,0.4450213526622437,3,0,3,0,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
2056_gradual_moderate_s11_1775,2056,2023-11-03 21:45:00,2023-11-05 21:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,0,0.7238988580750407,130.0,1176.0,38.0,-0.216006994824154,-0.1923584240434124,-0.1907925972474264,True,0,0,1,1,0.203125,1,1,0.6456310679611651,43,,0.6818309617198212,0,0,0,0,0.0,0,0,0.0,0,,3.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.1273324605913387,3.0,0.6818309617198212,3,0,3,0,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
2056_gradual_marked_s11_2043,2056,2023-11-06 16:45:00,2023-11-09 04:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,0,0.8331973898858075,691.0,4350.0,42.0,-0.3933038241212693,-0.3472760656829531,-0.2959885295415894,True,1,1,1,1,0.4166666666666667,1,1,0.4166666666666667,100,19.5,0.4923229074832419,0,0,0,0,0.0,0,0,0.0,0,,8.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.133042554746591,8.0,0.4923229074832419,3,0,3,0,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
2056_isolated_short_variation_s11_2359,2056,2023-11-09 23:45:00,2023-11-10 02:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,0,0.9620717781402937,2.0,41.0,3.0,0.0944444444444445,0.0,0.0,True,0,0,0,0,0.0,0,0,0.0,0,,0.178699467842877,0,0,0,0,0.0,0,0,0.0,0,,3.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.0348854780992813,3.0,0.178699467842877,3,0,3,0,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
7443_gradual_mild_s11_2225,7443,2023-11-08 14:45:00,2023-11-10 02:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,1,0.9081632653061223,428.0,3107.0,23.0,-0.0810837436810537,-0.0705637314344634,-0.0922825272899905,True,0,0,0,0,0.0,0,0,0.0,0,,0.2971703364742573,0,0,0,0,0.0,0,0,0.0,0,,7.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.1626165677610692,7.0,0.2971703364742573,3,3,3,3,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
7443_gradual_moderate_s11_1553,7443,2023-11-01 14:45:00,2023-11-03 14:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,1,0.6338775510204082,984.0,5819.0,26.0,-0.2078725670597057,-0.1790670778338092,-0.1687029944219182,True,1,1,1,1,0.296875,1,1,0.296875,57,16.0,0.3904142481381192,0,0,0,0,0.0,1,0,0.0052083333333333,0,,7.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.1705663970068326,7.0,0.3904142481381192,3,3,3,3,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
7443_gradual_marked_s11_1821,7443,2023-11-04 09:45:00,2023-11-06 21:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,1,0.743265306122449,432.0,3564.0,44.0,-0.3447571621662613,-0.3001131832203939,-0.2905019915196969,True,0,0,1,0,0.0666666666666666,1,1,0.6323024054982818,31,,0.612581865844952,0,0,0,0,0.0,0,0,0.0,0,,5.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1306464467427163,5.0,0.612581865844952,3,3,3,3,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
7443_isolated_short_variation_s11_2137,7443,2023-11-07 16:45:00,2023-11-07 19:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,1,0.8722448979591837,6.0,78.0,2.0,0.1435185185185183,0.0,0.0,True,0,0,0,0,0.0,1,1,0.3529411764705882,0,,0.2484472544065551,0,0,0,0,0.0,0,0,0.0,0,,6.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.0269705287234082,6.0,0.2484472544065551,3,3,3,3,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8061_gradual_mild_s11_1957,8061,2023-11-05 19:45:00,2023-11-07 07:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,2,0.7987755102040817,578.0,3712.0,31.0,-0.1089175803109052,-0.0928319953608975,-0.0901717571839275,True,0,0,0,0,0.0,1,0,0.0641025641025641,0,,0.2617058338849256,0,0,0,0,0.0,0,0,0.0,0,,4.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.161279239141355,4.0,0.2617058338849256,3,0,3,0,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8061_gradual_moderate_s11_2177,8061,2023-11-08 02:45:00,2023-11-10 02:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,2,0.8885714285714286,856.0,5653.0,51.0,-0.251732208556261,-0.2172590031721827,-0.1785846084366112,True,1,2,1,1,0.2239583333333333,1,1,0.2239583333333333,71,13.0,0.41580515527073,0,0,0,0,0.0,0,0,0.0,0,,4.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.1784921375980074,4.0,0.41580515527073,3,0,3,0,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8061_gradual_marked_s11_1553,8061,2023-11-01 14:45:00,2023-11-04 02:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,2,0.6338775510204082,902.0,5507.0,56.0,-0.3804080399502638,-0.3450553674666581,-0.3041005869770811,True,1,1,1,1,0.2708333333333333,1,1,0.2708333333333333,65,22.5,0.5247758827025748,0,0,0,0,0.0,0,0,0.0,0,,4.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1397547627264681,4.0,0.5247758827025748,3,0,3,0,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8061_isolated_short_variation_s11_1869,8061,2023-11-04 21:45:00,2023-11-05 00:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,2,0.7628571428571429,30.0,117.0,3.0,0.1077777777777777,0.0,0.0,True,0,0,0,0,0.0,1,1,0.2033898305084746,0,,0.5385152644499257,0,0,0,0,0.0,0,0,0.0,0,,1.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,0.001450659395543,1.0,0.5385152644499257,3,0,3,0,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8081_gradual_mild_s11_1640,8081,2023-11-02 12:45:00,2023-11-04 00:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,3,0.6696610861576153,865.0,5523.0,32.0,-0.0732487280767831,-0.0611228012269331,-0.0985439952740778,True,0,0,0,0,0.0,0,0,0.0,0,,0.1829091379972231,0,0,0,0,0.0,0,0,0.0,0,,8.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.1879329001388658,8.0,0.1829091379972231,2,2,2,2,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8081_gradual_moderate_s11_1860,8081,2023-11-04 19:45:00,2023-11-06 19:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,3,0.759493670886076,594.0,4328.0,35.0,-0.2278893995887502,-0.1972310270588855,-0.1811252203453144,True,0,0,1,0,0.0989583333333333,1,1,0.6698113207547169,19,,0.6359922237314068,0,0,0,0,0.0,0,0,0.0,0,,6.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.1944662325036791,6.0,0.6359922237314068,2,2,2,2,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8081_gradual_marked_s11_2128,8081,2023-11-07 14:45:00,2023-11-10 02:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,3,0.8689260922825643,1143.0,7555.0,43.0,-0.3330030100611891,-0.3046895064217231,-0.2973694353167142,True,1,1,1,1,0.4291666666666666,1,1,0.4291666666666666,103,24.5,0.5376997628341138,1,1,1,0,0.0291666666666666,1,0,0.0291666666666666,7,3.75,10.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1813651474261836,10.0,0.5376997628341138,2,2,2,2,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8081_isolated_short_variation_s11_1552,8081,2023-11-01 14:45:00,2023-11-01 17:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,3,0.6337280522662311,20.0,69.0,3.0,0.1105555555555555,0.0,0.0,True,0,0,0,0,0.0,0,0,0.0,0,,0.06,0,0,0,0,0.0,0,0,0.0,0,,8.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.066351141831611,8.0,0.06,2,2,2,2,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8086_gradual_mild_s11_1552,8086,2023-11-01 14:45:00,2023-11-03 02:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,0,0.6337280522662311,814.0,4804.0,37.0,-0.0921613581909885,-0.0785015792629065,-0.0914481144694745,True,1,2,1,0,0.1736111111111111,1,1,0.3194444444444444,48,9.0,0.4191097013894106,0,0,0,0,0.0,1,0,0.0138888888888888,0,,8.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.2118876253910731,8.0,0.4191097013894106,4,5,4,5,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8086_gradual_moderate_s11_1772,8086,2023-11-03 21:45:00,2023-11-05 21:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,0,0.7235606369946918,360.0,2440.0,39.0,-0.2325572415459709,-0.1971599035394931,-0.1990559529070802,True,1,1,1,0,0.0885416666666666,1,1,0.6479591836734694,43,37.5,0.6942131474490256,0,0,0,0,0.0,0,0,0.0,0,,5.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.0435848828557182,5.0,0.6942131474490256,4,5,4,5,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8086_gradual_marked_s11_2040,8086,2023-11-06 16:45:00,2023-11-09 04:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,0,0.8329930583911801,1040.0,6825.0,60.0,-0.3724740736348838,-0.3335434292469147,-0.2902329638893187,True,1,1,1,1,0.2791666666666667,1,1,0.4541666666666666,95,22.5,0.489422768747182,0,0,0,0,0.0,1,0,0.0208333333333333,0,,7.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1540437906581172,7.0,0.489422768747182,4,5,4,5,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8086_isolated_short_variation_s11_2356,8086,2023-11-09 23:45:00,2023-11-10 02:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,0,0.9620253164556962,25.0,167.0,2.0,0.1453333333333333,0.0,0.0,True,0,0,0,0,0.0,0,0,0.0,0,,0.2213425348111869,0,0,0,0,0.0,0,0,0.0,0,,1.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,-0.0522771493053934,1.0,0.2213425348111869,4,5,4,5,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8147_gradual_mild_s11_2248,8147,2023-11-08 20:30:00,2023-11-10 08:15:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,1,0.908649959579628,973.0,4243.0,34.0,-0.1019479206342325,-0.0862810144290084,-0.0963398803919735,True,1,1,1,0,0.1527777777777778,1,0,0.1527777777777778,22,20.5,0.2415847169892601,0,0,0,0,0.0,0,0,0.0,0,,6.0,gradual_mild,11,2023-10-31 22:30:00,True,primary,-0.1572836419450137,6.0,0.2415847169892601,4,1,4,1,10.270833333333334,25.697916666666668,10.270833333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8147_gradual_moderate_s11_1570,8147,2023-11-01 19:00:00,2023-11-03 18:45:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,1,0.6345998383185125,1722.0,7955.0,43.0,-0.2370403930107028,-0.2080111250359442,-0.1943103106400343,True,0,0,1,0,0.015625,1,1,0.3177083333333333,3,,0.3158285671501493,0,0,0,0,0.0,0,0,0.0,0,,4.0,gradual_moderate,11,2023-10-31 22:30:00,True,primary,-0.1619794713156515,4.0,0.3158285671501493,4,1,4,1,10.270833333333334,25.697916666666668,10.270833333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8147_gradual_marked_s11_1840,8147,2023-11-04 14:30:00,2023-11-07 02:15:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,1,0.7437348423605498,1546.0,7162.0,54.0,-0.3100201842560729,-0.2919654837756416,-0.292548998572618,True,0,0,1,0,0.1875,1,1,0.525,48,,0.6792792418330678,0,0,0,0,0.0,0,0,0.0,0,,4.0,gradual_marked,11,2023-10-31 22:30:00,True,primary,-0.2008753707149277,4.0,0.6792792418330678,4,1,4,1,10.270833333333334,25.697916666666668,10.270833333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8147_isolated_short_variation_s11_2158,8147,2023-11-07 22:00:00,2023-11-08 00:45:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,1,0.872271624898949,80.0,305.0,3.0,0.1256944444444443,0.0,0.0,True,0,0,0,0,0.0,0,0,0.0,0,,0.1289712797156967,0,0,0,0,0.0,0,0,0.0,0,,4.0,isolated_short_variation,11,2023-10-31 22:30:00,True,primary,-0.0132681451158223,4.0,0.1289712797156967,4,1,4,1,10.270833333333334,25.697916666666668,10.270833333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8149_gradual_mild_s11_1951,8149,2023-11-05 19:45:00,2023-11-07 07:30:00,144,36.0,gradual_mild,1,"Niveau de sensibilite conservateur, inferieur a l'effet publie.",-0.12,-0.1,-0.12,0.03,2,0.7982815057283142,412.0,2409.0,30.0,-0.111548438798117,-0.0905749656471319,-0.0906761915465431,True,0,0,0,0,0.0,1,1,0.4076433121019108,0,,0.476068846480887,0,0,0,0,0.0,0,0,0.0,0,,5.0,gradual_mild,11,2023-10-31 18:45:00,True,primary,-0.1692938779626657,5.0,0.476068846480887,6,4,6,4,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8149_gradual_moderate_s11_2171,8149,2023-11-08 02:45:00,2023-11-10 02:30:00,192,48.0,gradual_moderate,1,Pas ancres sur Paudyal et al. 2021; autres signaux = hypotheses coherentes.,-0.29,-0.25,-0.25,0.07,2,0.8882978723404256,595.0,3131.0,40.0,-0.2530867748886866,-0.2159360126208241,-0.1832872409820727,True,1,1,1,1,0.2604166666666667,1,1,0.4597156398104265,84,25.5,0.5146488544507865,0,0,0,0,0.0,0,0,0.0,0,,6.0,gradual_moderate,11,2023-10-31 18:45:00,True,primary,-0.1711358023656946,6.0,0.5146488544507865,6,4,6,4,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8149_gradual_marked_s11_1547,8149,2023-11-01 14:45:00,2023-11-04 02:30:00,240,60.0,gradual_marked,1,"Scenario marque de sensibilite, non calibre cliniquement.",-0.42,-0.38,-0.4,0.12,2,0.6329787234042553,1066.0,5706.0,51.0,-0.3780988917642389,-0.3389915896345803,-0.2988903416897578,True,1,1,1,1,0.3291666666666666,1,1,0.4625,81,24.5,0.4488323011339077,0,0,0,0,0.0,0,0,0.0,0,,7.0,gradual_marked,11,2023-10-31 18:45:00,True,primary,-0.1512734963351875,7.0,0.4488323011339077,6,4,6,4,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
8149_isolated_short_variation_s11_1863,8149,2023-11-04 21:45:00,2023-11-05 00:30:00,12,3.0,isolated_short_variation,0,"Controle negatif: variation isolee et breve, sans coherence multivariee.",0.15,0.0,0.0,0.0,2,0.7622749590834698,20.0,157.0,0.0,0.1013888888888889,0.0,,True,0,0,0,0,0.0,1,0,0.1411764705882353,0,,0.615582831900331,0,0,0,0,0.0,0,0,0.0,0,,1.0,isolated_short_variation,11,2023-10-31 18:45:00,True,primary,0.1175659803246266,1.0,0.615582831900331,6,4,6,4,10.177083333333334,25.447916666666668,10.177083333333334,fa74ff6ecf9250de26a1cb1e9290cd3ca7d7db4181d83ace6ff46143d42a65d4,1,score_threshold__0p16,score_threshold,0.16
